src_ip,dst_ip,src2dst_packets,dst2src_packets,src2dst_ip_bytes,dst2src_ip_bytes,src2dst_mean_piat_ms,dst2src_mean_piat_ms,src2dst_mean_ip_ps,dst2src_mean_ip_ps,src_port,dst_port,protocol,src2dst_stdev_piat_ms,dst2src_stdev_piat_ms,src2dst_stdev_ip_ps,dst2src_stdev_ip_ps,Class
192.168.0.18,181.48.254.12,482,1091.0,27282,1603497.0,172.5509355509356,76.1256880733945,56.60165975103733,1469.7497708524286,52463,443,6,1256.4791580149358,838.5690004867515,138.41747031612584,200.49876955728212,1
192.168.0.18,172.217.129.73,506,1162.0,30797,1558810.0,31.221782178217836,13.552110249784677,60.86363636363642,1341.4888123924302,52587,443,6,163.27426750519277,105.03070609034344,144.2441246871105,309.66057986769613,1
192.168.0.18,173194141215,404,1153.0,25209,1542803.0,319.46898263027293,111.6796875,62.398514851485096,1338.0771899392896,52636,443,6,1660.1592731043286,1001.7095685767316,159.09084783165198,319.9612418613943,1
192.168.0.18,181.48.254.15,557,1278.0,38315,1505050.0,59.996402877697875,26.10493343774469,68.7881508078995,1177.6604068857594,52710,443,6,237.2653990108181,156.5483488640761,184.219425593011,484.7046171334333,1
192.168.0.18,181.48.254.15,568,1232.0,40206,1434047.0,60.37742504409167,27.79935012185217,70.78521126760563,1163.9991883116854,52709,443,6,230.5356078481964,156.99921143057128,189.72249202042053,485.6135591575705,1
172.217.30.193,192.168.0.18,2804,2089.0,1179736,248739.0,72.55654655726006,97.3759578544062,420.7332382310983,119.07084729535656,443,52416,6,658.7072626925935,733.1280259155877,483.3482609576091,147.1343502004483,1
192.168.0.18,173194191170,353,964.0,29070,1354812.0,50.835227272727245,18.565939771547253,82.35127478753529,1405.4066390041476,52627,443,6,300.0706965284147,185.05335681311192,217.12685102789746,215.54500605202423,1
192.168.0.18,181.48.254.12,359,860.0,23781,1263975.0,78.64804469273744,32.783469150174604,66.24233983286906,1469.7383720930234,52448,443,6,812.2815459889197,526.9652148625471,171.5159969120797,198.2040967053433,1
192.168.0.18,173194136200,334,900.0,28581,1247979.0,433.9339339339339,160.70634037819798,85.57185628742522,1386.6433333333334,52657,443,6,1886.0325936400354,1175.1999083479948,223.20348366786016,271.0255817691454,1
192.168.0.18,172.217.131.41,425,965.0,26596,1249836.0,25.004716981132066,10.959543568464722,62.57882352941174,1295.1668393782381,52488,443,6,144.18618111328556,93.25384589297606,156.27651178409724,357.72248704464533,1
192.168.0.18,181.48.254.16,339,931.0,21774,1241032.0,43.985207100591715,15.979569892473126,64.2300884955752,1333.009667024704,52595,443,6,194.51280480864685,117.32710574980256,166.98302763466563,372.2866003627767,1
192.168.0.18,181.48.254.16,373,877.0,24362,1221278.0,54.204301075268766,22.96575342465752,65.31367292225204,1392.5632839224645,52630,443,6,530.9693177289918,349.3454728449479,172.26296087346438,325.2728811155392,1
192.168.0.18,172.217.129.73,389,912.0,23902,1207021.0,37.84020618556698,16.08013172338088,61.444730077120845,1323.4879385964905,52588,443,6,189.8000313997266,123.27023450414904,151.74889443793552,332.41354011920515,1
192.168.0.18,181.48.254.15,486,966.0,33642,1195574.0,44.208247422680394,22.21139896373053,69.22222222222223,1237.654244306418,52687,443,6,193.18520834998702,136.9463234741348,181.9370685352946,460.94485808435064,1
192.168.0.18,181.48.254.16,362,906.0,24000,1204572.0,41.343490304709164,16.49944751381215,66.2983425414365,1329.5496688741734,52594,443,6,187.56441417403946,118.94464136677787,175.22053993460284,373.7775127291498,1
192.168.0.18,181.48.254.12,378,794.0,22889,1171463.0,22.01856763925729,10.486759142496847,60.55291005291005,1475.3942065491199,52449,443,6,183.06115178437977,127.65982313611904,141.5988603278679,179.4658728349803,1
192.168.0.18,173194136204,314,804.0,18335,1106424.0,379.7220447284345,147.98630136986304,58.39171974522292,1376.1492537313434,52495,443,6,1874.5139388096247,1182.4819837768152,138.73051563933942,258.7847836446683,1
192.168.0.18,181.48.254.18,267,699.0,17436,1007047.0,27.135338345864653,10.340974212034386,65.30337078651685,1440.6967095851212,52504,443,6,183.95293827826134,113.80591376903764,169.4969827726919,259.99849487781245,1
192.168.0.18,181.48.254.18,324,784.0,29836,964438.0,63.303405572755416,26.093231162196698,92.08641975308643,1230.1505102040828,52642,443,6,179.2484505876006,117.77783821276864,247.13910786950592,484.59638936668,1
192.168.0.18,172217131106,278,700.0,18035,949983.0,25.61371841155236,10.128755364806873,64.87410071942446,1357.1185714285714,52516,443,6,122.02514690747141,76.437704395931,166.15366939637994,298.2313509851076,1
192.168.0.18,173194136167,333,759.0,22705,923415.0,485.2138554216866,212.51319261213698,68.18318318318325,1216.620553359684,52420,443,6,2026.1205722915481,1363.3665842401138,166.62651969521676,431.3353823080459,1
192.168.0.18,173194141215,258,690.0,16925,912922.0,38.027237354085585,14.181422351233671,65.60077519379843,1323.0753623188398,52640,443,6,171.93272677555785,106.62392016824244,168.25860076356938,329.7069950503582,1
192.168.0.18,181.48.254.18,308,718.0,27793,894497.0,62.97719869706839,26.935843793584343,90.237012987013,1245.8175487465166,52643,443,6,225.63649145425745,150.98036725755756,240.43092216355348,458.6715142866103,1
192.168.0.18,181.48.254.18,273,618.0,25382,895030.0,52.374999999999986,23.090761750405175,92.97435897435896,1448.2686084142395,52467,443,6,314.32690195322607,211.4940318665413,241.7615714466548,257.3843162306055,1
192.168.0.18,74.125.1.106,291,678.0,18950,899025.0,31.6103448275862,13.457902511078286,65.1202749140894,1325.995575221239,52577,443,6,117.34170621386805,85.64863935524419,162.59574145479488,338.02988380283784,1
192.168.0.18,74.125.165.73,277,646.0,27113,883229.0,502.1847826086959,214.99224806201562,97.88086642599274,1367.2275541795668,52465,443,6,1980.0274594754198,1319.2666364364516,242.6850486890728,308.1491523220521,1
192.168.0.18,181.48.254.19,322,601.0,19035,886444.0,24.532710280373816,13.081666666666669,59.114906832298146,1474.948419301166,52723,443,6,273.02639529794317,199.72153819402286,125.07187651198026,179.09162180756496,1
192.168.0.18,172.217.131.41,300,673.0,20039,883864.0,35.84280936454851,15.811011904761914,66.79666666666668,1313.3194650817245,52489,443,6,174.4829311983028,114.77809211680167,172.1355400142833,350.072008568304,1
192.168.0.18,181.48.254.15,152,520.0,18831,737903.0,725.1125827814568,211.04238921001945,123.8881578947368,1419.0442307692306,52615,443,6,2411.393747864628,1340.1126926821175,303.5063644082596,318.51061749041884,1
192.168.0.18,172.217.131.74,238,548.0,16324,731708.0,29.105485232067508,12.612431444241322,68.58823529411764,1335.233576642337,52524,443,6,149.69577005206145,95.24502655399597,180.642660140664,325.3398113883459,1
192.168.0.18,173194136200,187,525.0,16882,715594.0,733.3763440860216,260.27290076335885,90.27807486631022,1363.0361904761908,52656,443,6,2474.797071681777,1510.3470116350281,232.48024011426392,320.272469617075,1
192.168.0.18,181.48.254.12,194,483.0,15636,707713.0,143.93782383419688,57.6369294605809,80.59793814432985,1465.2443064182205,52719,443,6,796.045758911293,510.5362218394449,213.45185038073544,208.39813462264087,1
192.168.0.18,173194136203,182,502.0,19986,694125.0,73.47513812154696,26.70059880239522,109.81318681318686,1382.7191235059759,52471,443,6,349.8923893151654,211.5724324661432,270.8916691220549,276.2901559814324,1
192.168.0.18,181.48.254.15,310,602.0,20676,671484.0,63.56310679611654,32.650582362728784,66.6967741935483,1115.4219269102987,52690,443,6,243.1081744381052,174.31288259093253,177.27038110031373,502.71869659326757,1
192.168.0.18,181.48.254.15,227,458.0,29514,626397.0,852.0132743362828,421.3938730853389,130.01762114537442,1367.679039301309,52455,443,6,2647.2341683434865,1910.9717705088358,318.42085421040815,395.25140275004736,1
192.168.0.18,181.48.254.15,383,713.0,28163,613621.0,85.84031413612568,46.0168539325843,73.53263707571803,860.6185133239836,52711,443,6,294.67707397272653,216.45619702126086,194.84497356259618,397.1391589441762,1
192.168.0.18,173194136185,191,459.0,18480,618202.0,676.6157894736842,280.63973799126643,96.75392670157065,1346.8453159041396,52563,443,6,2394.64339196272,1572.5333472244631,238.39182071092185,344.62705624822473,1
192.168.0.18,181.48.254.15,253,476.0,34251,651442.0,762.9404761904764,404.7726315789476,135.37944664031625,1368.5756302521006,52454,443,6,2540.474475013632,1889.8734957798301,322.41033928438213,393.88987581305395,1
192.168.0.18,181.48.254.15,2953,14593.0,282046,18146350.0,5.693477493428754,6.840137803741603,95.5116830342025,1243.4968820667445,51399,443,17,497.7132850060501,224.8638336978991,151.22383667882178,332.67680200943687,1
192.168.0.18,172.217.173.54,1899,9426.0,162711,12358104.0,25.3423018448768,30.44055984350569,85.6824644549763,1311.0655633354554,61050,443,17,767.0071740045813,352.22632548059784,62.940795363108336,260.24352292510656,1
192.168.0.18,181.48.254.16,1084,7591.0,107400,10242891.0,14.015580515353069,12.191285227711628,99.07749077490774,1349.3467263865105,63418,443,17,1427.7513804432745,427.7636185707945,161.33250339595662,178.1969004966543,1
192.168.0.18,173194136204,893,5955.0,71061,8122930.0,8.104025133859329,4.445353843503193,79.57558790593505,1364.0520570948786,53189,443,17,1036.063757915029,141.96801542520066,113.31787509049008,126.12345707773552,1
192.168.0.18,181.48.254.17,764,5281.0,70160,7143450.0,6.261950864389576,7.161508792053004,91.83246073298427,1352.6699488733195,54493,443,17,461.53246428046003,178.50854175470752,150.9869041639815,163.5955888932745,1
192.168.0.18,74.125.1.140,611,5179.0,62090,6977344.0,11.598723292968435,7.347437515523954,101.620294599018,1347.2376906738752,59952,443,17,1277.1890377959235,177.8590550211022,169.4769749017384,181.7912877243713,1
192.168.0.18,181.48.254.13,795,5143.0,77965,6925672.0,14.875986352035918,11.530482813052437,98.06918238993714,1346.6210383044913,61666,443,17,1164.3825746156301,218.8554784994568,162.40495699505053,179.96704626494565,1
192.168.0.18,172.217.173.46,3575,5888.0,2346778,4534117.0,40.21805000143929,64.63208782446125,656.4413986013986,770.0606317934783,57248,443,17,515.7664107500368,409.1424083719926,585.8197774067047,620.9435556851229,1
192.168.0.18,181.48.254.14,704,4442.0,68557,6006618.0,9.885361858995054,4.917360382646873,97.38210227272728,1352.2327780279154,54477,443,17,1116.5697427910586,96.89726831061752,161.38325279267391,172.15610050709736,1
192.168.0.18,74.125.165.74,611,4361.0,49679,5964108.0,8.349012244831428,2.8607213860721497,81.30769230769229,1367.601008942903,61051,443,17,1180.4661354513923,52.28294545460547,120.78259644367724,108.44971820802198,1
192.168.0.18,173194136167,591,3999.0,51053,5444498.0,13.738466451890067,8.510223774052644,86.38409475465313,1361.464866216554,51533,443,17,1316.401767041411,217.26440684621932,133.64896953088655,136.55161767440995,1
192.168.0.18,74.125.1.170,494,3902.0,56191,5301349.0,16.015945671904184,10.585057191638565,113.74696356275305,1358.6235263967196,55826,443,17,1440.4473639344599,227.22493779395208,192.21341973337303,147.34477881571985,1
192.168.0.18,173194136184,573,3749.0,47104,5142411.0,9.466988022048293,3.169108594567275,82.20593368237347,1371.6753801013604,60053,443,17,1233.2338007976468,93.76624592853813,133.30135982140786,86.17159235062965,1
192.168.0.18,173194136185,428,3206.0,36099,4391197.0,10.570732000179849,2.920181544512715,84.34345794392524,1369.6809107922645,60091,443,17,1423.4979855908339,94.4044853485606,142.1012087632187,100.09220105649229,1
192.168.0.18,74.125.165.71,487,3235.0,60502,4311435.0,20.131296396639833,14.189694653707091,124.23408624229981,1332.7465224111286,60341,443,17,1478.057869539546,269.35889185954136,199.186545494142,224.9999705638841,1
192.168.0.18,181.48.254.13,449,3158.0,44492,4292800.0,5.6212739817513,6.417869917571809,99.0913140311804,1359.341355288157,63121,443,17,340.62036434435424,128.19177704505015,171.8339000659039,145.25354001304154,1
192.168.0.18,181.48.254.15,806,3335.0,70803,4023729.0,20.50828133421628,16.76071873311696,87.84491315136476,1206.5154422788605,50808,443,17,1533.8369258643804,562.5767667124971,142.00306506907626,363.1199284605489,1
192.168.0.18,173194136167,1239,3483.0,103988,3834410.0,15.27534713688567,12.363239433996094,83.92897497982244,1100.8929084122883,60349,443,17,825.9682104416363,46.54580631444313,128.10112451944462,443.41090261106626,1
192.168.0.18,181.48.254.12,355,2303.0,39713,3120424.0,17.97649060271574,8.14503904948067,111.8676056338028,1354.938775510204,55176,443,17,1580.1819937813648,146.97697491377966,202.18649024583462,162.28473281862517,1
192.168.0.18,181.48.254.17,310,2146.0,32607,2903368.0,16.841481679425566,5.748855545491897,105.18387096774192,1352.9207828518174,53633,443,17,1660.6126071782844,89.29247065391105,190.68807936214068,165.62564956433818,1
192.168.0.18,74125165105,277,1929.0,27719,2640428.0,13.8381101386934,0.7791991305511933,100.06859205776172,1368.8066355624676,51536,443,17,1742.4604169226711,1.310937766011554,189.31634267965072,101.7242455017248,1
192.168.0.18,74.125.165.73,630,2219.0,57122,2592932.0,19.52218992662413,11.982583204547044,90.66984126984129,1168.5137449301487,51397,443,17,1160.8129456104957,71.83672916170705,147.2649449498621,404.7949560403175,1
192.168.0.18,181.48.254.12,728,2374.0,74915,2484255.0,7.408729528012697,9.666444779245815,102.90521978021978,1046.4427127211457,63105,443,17,177.25472574650937,100.39610634595844,173.41156841648706,445.1521211876502,1
192.168.0.18,173194136202,668,2147.0,67679,2337435.0,18.340082066944184,10.527762025247688,101.31586826347305,1088.698183511877,62050,443,17,1204.7396578526784,248.1913449166565,168.06126962212502,437.8560526928834,1
192.168.0.18,74.125.3.26,195,1367.0,21941,1852950.0,31.77842196368072,15.01474907211605,112.51794871794873,1355.4864667154352,60101,443,17,2144.3820010728887,212.69486899598954,206.45606333576146,157.68693229669609,1
192.168.0.18,181.49.126.146,12393,30427.0,538077,42712990.0,2.766205116389567,3.8924000408724115,43.417816509319785,1403.7857823643476,55911,443,6,253.49344899758552,162.25729724496108,22.8269613460826,212.0161202270264,1
192.168.0.18,181.49.126.210,1412,3380.0,63374,4671647.0,1.877109773568996,2.6559050266559305,44.882436260623216,1382.1440828402367,55959,443,6,58.45475984627337,38.62646156708561,30.45728542441705,266.0847780723128,1
192.168.0.18,181.49.126.145,1009,2249.0,75934,2598079.0,30.275771923779416,43.85293023010634,75.25668979187314,1155.2152067585596,55909,443,6,927.7072485336132,625.6946424178784,76.65605753579766,527.9518568131595,1
192.168.0.18,157.240.6.35,1075,1155.0,523503,839716.0,48.505303998699105,93.6250573112851,486.9795348837209,727.0268398268397,55880,443,6,332.8052913236917,335.51292342246643,579.7198373470906,656.7399415253917,1
192.168.0.18,181.49.126.209,451,782.0,40161,757032.0,79.9417486059308,126.02677369666526,89.04878048780488,968.0716112531967,55908,443,6,1413.0695656224693,1082.288018180717,87.41012396307455,610.1820804828808,1
192.168.0.18,157.240.6.23,239,529.0,15074,597712.0,127.54368347426254,185.13197349014715,63.07112970711297,1129.890359168242,55907,443,6,2565.5015919022944,1740.5001243473666,49.39075645715456,538.4187407045163,1
192.168.0.18,181.49.126.146,5514,13688.0,249643,18815134.0,4.000012284330422,5.609921096431659,45.274392455567636,1374.571449444769,55938,443,6,330.7180124143196,210.4732193156267,29.13874930323205,282.0808448280049,1
192.168.0.18,157.240.6.35,1075,1155.0,523503,839716.0,48.505303998699105,93.6250573112851,486.9795348837209,727.0268398268397,55880,443,6,332.8052913236917,335.51292342246643,579.7198373470906,656.7399415253917,1
192.168.0.18,181.49.126.146,5514,13688.0,249643,18815134.0,4.000012284330422,5.609921096431659,45.274392455567636,1374.571449444769,55938,443,6,330.7180124143196,210.4732193156267,29.13874930323205,282.0808448280049,1
192.168.0.18,157.240.6.35,1075,1155.0,523503,839716.0,48.505303998699105,93.6250573112851,486.9795348837209,727.0268398268397,55880,443,6,332.8052913236917,335.51292342246643,579.7198373470906,656.7399415253917,1
192.168.0.18,181.49.126.146,5514,13688.0,249643,18815134.0,4.000012284330422,5.609921096431659,45.274392455567636,1374.571449444769,55938,443,6,330.7180124143196,210.4732193156267,29.13874930323205,282.0808448280049,1
192.168.0.18,157.240.6.35,1075,1155.0,523503,839716.0,48.505303998699105,93.6250573112851,486.9795348837209,727.0268398268397,55880,443,6,332.8052913236917,335.51292342246643,579.7198373470906,656.7399415253917,1
192.168.0.18,157.240.6.35,311,324.0,171906,209343.0,45.97370568222887,90.02478696681835,552.7524115755626,646.1203703703702,55951,443,6,271.45427284383146,280.6765237640285,604.5208246586323,640.0312258623599,1
192.168.0.18,157.240.6.23,153,275.0,8259,371146.0,9.294640238039959,14.380930987271396,53.98039215686275,1349.6218181818178,55968,443,6,290.5425091264171,218.08207657541828,50.90173419086094,324.5203266870318,1
192.168.0.18,157.240.6.35,189,205.0,113852,132835.0,25.25926180902472,48.39386358493712,602.3915343915344,647.9756097560977,55946,443,6,194.5577076463738,196.4443457802917,613.0955846417176,639.0283282321409,1
192.168.0.18,181.49.126.209,78,180.0,6754,221965.0,11.054879935212838,15.759205818176268,86.58974358974359,1233.138888888889,55976,443,6,220.54182989133844,147.71891777913,103.51581520410377,464.68630713978433,1
192.168.0.18,181.49.126.145,70,158.0,6827,161601.0,10.376728417580589,14.855108683622339,97.52857142857141,1022.7911392405065,55919,443,6,191.45702219257868,129.22989725307778,109.80992947928208,596.8415714747713,1
192.168.0.18,157.240.6.35,123,140.0,64741,97466.0,32.67346770137888,61.21559143066406,526.349593495935,696.1857142857143,55973,443,6,224.675341541738,224.26193372264305,596.9035545162583,647.6506397931603,1
192.168.0.18,181.49.126.145,51,83.0,5867,59349.0,14.547477907209254,23.295879364013672,115.0392156862745,715.0481927710845,55929,443,6,149.67192415738282,119.28701846589728,121.20020073501686,633.6351788262167,1
192.168.0.18,181.49.126.146,1020,2539.0,48248,3443648.0,2.5826813498719683,3.6152284320953,47.30196078431373,1356.3009058684522,55990,443,6,71.76506789122931,47.03240387137904,36.14170091701458,317.6327738294668,1
192.168.0.18,181.49.126.145,1009,2249.0,75934,2598079.0,30.275771923779416,43.85293023010634,75.25668979187314,1155.2152067585596,55909,443,6,927.7072485336132,625.6946424178784,76.65605753579766,527.9518568131595,1
192.168.0.18,181.49.126.146,801,1866.0,38257,2502568.0,2.4944503163415304,3.556875681698259,47.76154806491885,1341.1404072883172,55963,443,6,69.11904984144098,46.23423308550904,38.47724907305889,343.12019462567736,1
192.168.0.18,181.49.126.210,466,1020.0,24150,1311824.0,1.4859259850564908,2.13923921772078,51.824034334763965,1286.1019607843134,55978,443,6,34.122008030328395,23.742816360579198,49.627962897148116,415.4085956846636,1
192.168.0.18,181.49.126.210,236,648.0,14353,830039.0,11.115825823529274,15.139806785701234,60.817796610169495,1280.9243827160494,55979,443,6,182.4355629129906,114.11072144330201,65.18920199052924,421.4581450719139,1
192.168.0.18,181.49.126.146,22090,68544.0,1011663,95623611.0,12.666123409841985,4.082298703003912,45.79732910819338,1395.0690213585465,52795,443,6,319.4605090955871,186.2187017252544,31.52264149919325,234.91149561219132,1
192.168.0.18,181.49.126.146,15836,49057.0,756244,67769353.0,15.13710135775188,4.8856816699282,47.75473604445549,1381.4410379762198,52795,443,6,263.8638313028315,150.5369269060043,37.68846873235556,266.7827268677435,1
192.168.0.18,181.49.126.210,11197,33168.0,515905,46174413.0,20.903447659878463,7.055838634787589,46.07528802357761,1392.1373914616486,52799,443,6,414.5238900195215,241.79918478633755,33.36057238095928,243.13823002506783,1
192.168.0.18,181.49.126.210,6495,17680.0,301322,24360822.0,14.404835232522288,5.291023247921298,46.39291762894537,1377.8745475113196,52799,443,6,332.42956554139397,202.07897345012609,33.32079721868027,276.56141156042605,1
192.168.0.18,181.49.126.210,4453,11058.0,200223,15343853.0,17.04537286612759,6.862892285430018,44.96362003143941,1387.5793995297504,52799,443,6,446.130726598842,283.5722629338393,29.34312341646729,253.8140776923904,1
192.168.0.18,157.240.6.35,5349,8215.0,2898719,7993857.0,56.02524308152585,36.47431214998801,541.9179285847855,973.080584297016,52763,443,6,320.1352469441464,264.8372041137789,591.0326531082162,629.2276861087837,1
192.168.0.18,181.49.126.145,2838,6990.0,219793,8537329.0,97.53436728939026,39.588925454285196,77.44644115574368,1221.3632331902713,52777,443,6,944.7605109995368,609.0011354174387,114.11120326673408,477.64569179416947,1
192.168.0.18,157.240.6.35,4166,6015.0,2291227,5679781.0,71.85546218487384,49.751579647489315,549.9824771963519,944.2694929343312,52763,443,6,302.41771658119734,267.2003108719193,593.7633757580187,637.4428777334653,1
192.168.0.18,157.240.6.23,2062,5361.0,150353,6277175.0,130.81271227559415,50.289179104477576,72.91610087293894,1170.8962880059685,52764,443,6,977.4446386377016,611.7187542122379,74.8614780472263,519.4242561707447,1
192.168.0.18,181.49.126.146,1758,4226.0,79284,5848583.0,14.753557199772315,6.13278106508875,45.09897610921502,1383.9524372929448,52795,443,6,268.5010104361757,174.4659848094894,28.007670082856173,261.2648557266077,1
192.168.0.18,157.240.6.23,1108,3578.0,79809,4442703.0,125.17705510388427,38.744478613363185,72.02978339350184,1241.6721632196775,52764,443,6,1059.6851878626046,604.7860869571289,77.12033802845015,461.2092541163926,1
192.168.0.18,157.240.6.23,967,2766.0,58461,3564881.0,101.5517598343685,35.454972875226005,60.45604963805583,1288.8217642805498,52764,443,6,1033.4087190339174,613.2317978807255,59.01876988612385,409.29114178656687,1
192.168.0.18,157.240.6.35,1103,1510.0,754121,1209506.0,43.49092558983661,31.689860834990036,683.6999093381685,800.9973509933769,52763,443,6,242.125616929952,212.53987432861285,604.9360840305708,659.6495786350328,1
192.168.0.18,181.49.126.145,761,1324.0,83122,1047581.0,177.5355263157894,101.97203325774733,109.22733245729314,791.2243202416928,52777,443,6,1218.809092565699,930.1760224019221,97.07856064118543,644.4024943596019,1
192.168.0.18,181.49.126.209,789,1347.0,92856,1031405.0,348.27791878172593,203.84695393759262,117.68821292775677,765.7052709725319,52776,443,6,1954.080100892173,1561.6631560585392,128.95439175447572,634.4687977114186,1
192.168.0.18,181.49.126.145,520,988.0,52381,841753.0,248.81310211946084,130.81965552178326,100.73269230769232,851.9767206477734,52777,443,6,1817.2450654972367,1323.4498697368842,93.69920557659748,644.6634258186374,1
192.168.0.18,157.240.6.23,642,894.0,65151,430225.0,465.2012480499227,333.8980963045915,101.48130841121497,481.236017897092,52771,443,6,1929.8643663369107,1714.1985045923345,99.9041059381885,517.2315433431552,1
192.168.0.18,157.240.6.23,579,874.0,53927,431200.0,516.9186851211067,342.21534936998864,93.13816925734021,493.36384439359284,52771,443,6,2050.7397722691044,1691.6079443879464,68.47052438923912,550.1675786539294,1
192.168.0.18,181.49.126.209,335,517.0,41026,321394.0,408.754491017964,264.52325581395354,122.46567164179108,621.6518375241778,52776,443,6,2271.637313734616,1838.5371943455743,105.10865998985012,610.7682151655414,1
192.168.0.18,157.240.6.18,1901,2085.0,177475,149853.0,154.0215789473683,140.39251439539342,93.35875854813256,71.8719424460432,52787,443,6,916.6681636320241,887.669610799658,125.64041280506218,111.2968588554535,1
192.168.0.18,181.49.126.209,194,339.0,23327,220244.0,411.2227979274611,234.4704142011834,120.24226804123708,649.6873156342182,52776,443,6,2435.5116592847585,1846.6118836065637,106.26044876149885,630.6275658352508,1
192.168.0.18,181.49.126.209,68,145.0,7590,131757.0,54.7910447761194,25.32638888888889,111.61764705882351,908.6689655172412,52776,443,6,241.7581103418951,167.7117002586638,104.04706590163534,627.3709700803956,1
192.168.0.18,157.240.6.18,594,641.0,54066,77954.0,67.66104553119727,62.692187499999925,91.02020202020205,121.61310452418094,52842,443,6,273.2742746263425,265.96136293498927,120.9484006154122,247.89311598550518,1
192.168.0.18,52.158.210.99,101,118.0,107609,16116.0,85.92999999999998,72.30769230769229,1065.4356435643567,136.57627118644072,52810,443,6,623.1901892330283,573.6861520561639,624.6770752291393,239.5483430602269,1
192.168.0.18,157.240.6.23,128,192.0,11135,94524.0,197.4094488188977,131.13089005235602,86.99218750000004,492.31249999999983,52771,443,6,654.8258321208,547.822069306933,64.33824202838579,515.3735454612088,1
192.168.0.18,52.239.184.42,69,56.0,92005,10419.0,22.07352941176471,23.87272727272726,1333.4057971014493,186.05357142857133,52917,443,6,62.81013509783747,82.968547040308,414.51120466089793,417.8977003849302,1
192.168.0.18,157.240.6.18,323,341.0,33382,43247.0,80.80124223602485,76.51764705882347,103.34984520123837,126.82404692082115,52840,443,6,310.3317553498422,305.20334579347724,170.33269844605243,254.46759554951345,1
192.168.0.18,157.240.6.18,307,334.0,33200,38472.0,63.76470588235291,58.57957957957958,108.14332247556996,115.185628742515,52912,443,6,303.78209974797767,297.1590135614039,155.56766904783711,244.1536985211476,1
192.168.0.18,157.240.6.18,306,365.0,32912,36969.0,126.38688524590164,105.78846153846145,107.55555555555546,101.28493150684929,52850,443,6,448.6635796698616,420.0168064049822,169.5125272758944,202.74081033037143,1
192.168.0.18,157.240.6.18,311,352.0,33306,34316.0,57.161290322580676,50.504273504273534,107.09324758842432,97.48863636363636,52916,443,6,275.2788755755434,263.9199323582261,152.7510550707444,187.05859309162258,1
192.168.0.18,157.240.6.18,308,360.0,32036,35172.0,77.87296416938108,66.58774373259057,104.01298701298694,97.70000000000003,52869,443,6,295.33353276230724,278.5922060638667,162.81309549700168,188.72777110892747,1
192.168.0.18,157.240.6.18,256,308.0,28245,36938.0,77.47058823529412,64.34853420195441,110.33203125,119.92857142857143,52927,443,6,257.7637135159993,233.5064743251587,170.4341719549677,248.47603538010085,1
192.168.0.18,157.240.6.18,316,359.0,34268,29642.0,113.90158730158733,100.0614525139666,108.44303797468365,82.56824512534811,52841,443,6,522.0459138274804,498.487237173405,176.7376494837111,146.33221633084509,1
192.168.0.18,157.240.6.18,312,366.0,33365,30500.0,85.35048231511252,72.70684931506852,106.9391025641026,83.33333333333333,52829,443,6,327.55320078811746,310.569707066648,166.82481948239456,153.19014358412295,1
192.168.0.18,157.240.6.18,307,320.0,32169,31111.0,53.728758169934636,51.52664576802505,104.78501628664499,97.221875,52919,443,6,211.5702920585296,204.4025772732488,161.87177014795714,193.81016506945045,1
192.168.0.18,157.240.6.18,287,303.0,30662,30087.0,86.89510489510485,82.29470198675502,106.83623693379784,99.29702970297028,52805,443,6,459.99158212414784,455.9012714838691,154.8581948121414,207.61283748641696,1
192.168.0.18,157.240.6.18,310,379.0,35036,24654.0,127.69255663430421,104.39947089947088,113.01935483870967,65.05013192612138,52802,443,6,710.5994629396582,654.3903812207222,157.53591960952892,60.07728812891232,1
192.168.0.18,157.240.6.18,257,266.0,28767,28919.0,47.16796875,45.566037735849065,111.93385214007783,108.71804511278192,52837,443,6,187.2431969741832,183.395799561334,195.52127716982272,222.67300548395698,1
192.168.0.18,157.240.6.18,271,290.0,30787,24846.0,72.65925925925926,67.83044982698964,113.60516605166046,85.67586206896554,52894,443,6,368.86917846945136,360.88930807201774,165.6096118248232,156.9426484964311,1
192.168.0.18,157.240.6.18,259,300.0,29489,20103.0,149.46899224806205,128.94983277591962,113.85714285714286,67.00999999999996,52849,443,6,880.8540122310686,826.8662200120111,183.7651192354496,67.81390456369485,1
192.168.0.18,157.240.6.18,208,237.0,25248,22985.0,180.63285024154584,158.41949152542367,121.38461538461542,96.98312236286921,52876,443,6,963.0627571739177,911.2874723821192,196.7255282925349,204.9020221886284,1
192.168.0.18,157.240.6.18,227,260.0,26427,20860.0,52.98672566371679,46.21621621621621,116.41850220264328,80.23076923076924,52928,443,6,267.1534137713302,251.84044945972673,194.33097442444821,147.09579986924962,1
192.168.0.18,157.240.6.18,184,200.0,23043,23329.0,112.88524590163925,103.8140703517588,125.23369565217396,116.64499999999997,52828,443,6,407.0865568661295,397.6153547161827,209.9482235297948,244.81043630453775,1
192.168.0.18,157.240.6.18,172,218.0,23102,21176.0,168.7426900584795,132.92165898617512,134.31395348837194,97.137614678899,52867,443,6,821.0779882653642,742.4887131833334,226.65780486432843,195.5247208380571,1
192.168.0.18,157.240.6.18,192,218.0,23861,19253.0,109.68062827225133,96.52073732718898,124.27604166666654,88.31651376146792,52885,443,6,524.3759575278862,498.20494517020444,200.12169556437013,169.40023178225667,1
